time [d],date,hour,Snow Refreeze[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Canopy Evaporation[mm],Canopy Snow Evaporation[mm],Snow Melt & Refreeze[mm],Overflow[mm],Infiltration[mm],Infiltration[mm],Flush[mm],Soil Evaporation[mm],Capillary Rise[mm],Soil Evaporation[mm],Percolation[mm],Baseflow[mm],Baseflow[mm]
,,from:,SNOW_LIQ,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,CANOPY,CANOPY_SNOW,SNOW,SNOW_LIQ,PONDED_WATER,PONDED_WATER,SURFACE_WATER,SOIL[0],SOIL[1],SOIL[0],SOIL[1],SOIL[1],SOIL[2]
,,to:,SNOW,SURFACE_WATER,ATMOSPHERE,ATMOS_PRECIP,PONDED_WATER,SOIL[0],SOIL[1],SOIL[2],SNOW_LIQ,SNOW,CANOPY,CANOPY_SNOW,ATMOSPHERE,ATMOSPHERE,PONDED_WATER,PONDED_WATER,SOIL[0],SURFACE_WATER,SOIL[1],ATMOSPHERE,SOIL[0],ATMOSPHERE,SOIL[2],SURFACE_WATER,SURFACE_WATER
703,2004-09-03,00:00:00.00,7.7745,0,0,0,1243.46,0,0,0,14.3526,217.032,8.80984,0.0930526,8.80984,0.0930526,224.807,6.57806,964.523,510.325,510.325,619.083,109.946,464.908,193.527,216.852,200.053
704,2004-09-04,00:00:00.00,7.7745,0,0,0,1243.46,0,0,0,14.3526,217.032,8.80984,0.0930526,8.80984,0.0930526,224.807,6.57806,964.523,510.325,510.325,619.556,109.946,464.912,193.527,216.852,200.206
705,2004-09-05,00:00:00.00,7.7745,0,0,0,1243.46,0,0,0,14.3526,217.032,8.80984,0.0930526,8.80984,0.0930526,224.807,6.57806,964.523,510.325,510.325,619.556,109.946,464.912,193.527,216.852,200.352
706,2004-09-06,00:00:00.00,7.7745,0,0,0,1243.46,0,0,0,14.3526,217.032,8.80984,0.0930526,8.80984,0.0930526,224.807,6.57806,964.523,510.325,510.325,619.556,109.946,464.912,193.527,216.852,200.492
707,2004-09-07,00:00:00.00,7.7745,0,0,0,1248.44,0,0,0,14.3526,217.032,8.84553,0.0930526,8.84553,0.0930526,224.807,6.57806,969.498,510.325,510.325,620.717,109.946,466.058,193.527,216.852,200.626
708,2004-09-08,00:00:00.00,7.7745,0,0,0,1253.16,0,0,0,14.3526,217.032,8.88691,0.0930526,8.88691,0.0930526,224.807,6.57806,973.544,510.999,510.999,623.913,110.278,467.712,193.842,216.854,200.767
709,2004-09-09,00:00:00.00,7.7745,0,0,0,1256.89,0,0,0,14.3526,217.032,8.91475,0.0930526,8.91475,0.0930526,224.807,6.57806,976.09,512.183,512.183,625.138,110.608,468.802,194.353,216.869,200.925
710,2004-09-10,00:00:00.00,7.7745,0,0,0,1270.9,0,0,0,14.3526,217.032,9.04648,0.0930526,9.04648,0.0930526,224.807,6.57806,989.31,512.974,512.974,627.477,111.278,471.108,194.595,217.006,201.086
711,2004-09-11,00:00:00.00,7.7745,0,0,0,1270.9,0,0,0,14.3526,217.032,9.04648,0.0930526,9.04648,0.0930526,224.807,6.57806,989.31,512.974,512.974,630.588,111.292,473.543,194.612,217.017,201.242
712,2004-09-12,00:00:00.00,7.7745,0,0,0,1270.9,0,0,0,14.3526,217.032,9.04648,0.0930526,9.04648,0.0930526,224.807,6.57806,989.31,512.974,512.974,632.989,111.305,475.856,194.63,217.018,201.391
713,2004-09-13,00:00:00.00,7.7745,0,0,0,1270.9,0,0,0,14.3526,217.032,9.04648,0.0930526,9.04648,0.0930526,224.807,6.57806,989.31,512.974,512.974,634.566,111.319,476.04,194.636,217.018,201.533
714,2004-09-14,00:00:00.00,7.7745,0,0,0,1270.9,0,0,0,14.3526,217.032,9.04648,0.0930526,9.04648,0.0930526,224.807,6.57806,989.31,512.974,512.974,634.583,111.319,476.044,194.636,217.018,201.67
715,2004-09-15,00:00:00.00,7.7745,0,0,0,1270.9,0,0,0,14.3526,217.032,9.04648,0.0930526,9.04648,0.0930526,224.807,6.57806,989.31,512.974,512.974,634.584,111.319,476.045,194.636,217.018,201.8
716,2004-09-16,00:00:00.00,7.7745,0,0,0,1270.9,0,0,0,14.3526,217.032,9.04648,0.0930526,9.04648,0.0930526,224.807,6.57806,989.31,512.974,512.974,634.584,111.319,476.045,194.636,217.018,201.925
717,2004-09-17,00:00:00.00,7.7745,0,0,0,1271.9,0,0,0,14.3526,217.032,9.05443,0.0930526,9.05443,0.0930526,224.807,6.57806,990.309,512.981,512.981,635.254,111.326,476.267,194.636,217.018,202.045
718,2004-09-18,00:00:00.00,7.7745,0,0,0,1271.9,0,0,0,14.3526,217.032,9.05443,0.0930526,9.05443,0.0930526,224.807,6.57806,990.309,512.981,512.981,635.298,111.326,476.294,194.636,217.018,202.159
719,2004-09-19,00:00:00.00,7.7745,0,0,0,1271.9,0,0,0,14.3526,217.032,9.05443,0.0930526,9.05443,0.0930526,224.807,6.57806,990.309,512.981,512.981,635.325,111.326,476.304,194.636,217.018,202.268
720,2004-09-20,00:00:00.00,7.7745,0,0,0,1271.9,0,0,0,14.3526,217.032,9.05443,0.0930526,9.05443,0.0930526,224.807,6.57806,990.309,512.981,512.981,635.329,111.326,476.305,194.636,217.018,202.372
721,2004-09-21,00:00:00.00,7.7745,0,0,0,1271.9,0,0,0,14.3526,217.032,9.05443,0.0930526,9.05443,0.0930526,224.807,6.57806,990.309,512.981,512.981,635.329,111.326,476.305,194.636,217.018,202.472
722,2004-09-22,00:00:00.00,7.7745,0,0,0,1271.9,0,0,0,14.3526,217.032,9.05443,0.0930526,9.05443,0.0930526,224.807,6.57806,990.309,512.981,512.981,635.329,111.326,476.305,194.636,217.018,202.567
723,2004-09-23,00:00:00.00,7.7745,0,0,0,1271.9,0,0,0,14.3526,217.032,9.05443,0.0930526,9.05443,0.0930526,224.807,6.57806,990.309,512.981,512.981,635.329,111.326,476.305,194.636,217.018,202.658
724,2004-09-24,00:00:00.00,7.7745,0,0,0,1271.9,0,0,0,14.3526,217.032,9.05443,0.0930526,9.05443,0.0930526,224.807,6.57806,990.309,512.981,512.981,635.329,111.326,476.305,194.636,217.018,202.745
725,2004-09-25,00:00:00.00,7.7745,0,0,0,1271.9,0,0,0,14.3526,217.032,9.05443,0.0930526,9.05443,0.0930526,224.807,6.57806,990.309,512.981,512.981,635.329,111.326,476.305,194.636,217.018,202.828
726,2004-09-26,00:00:00.00,7.7745,0,0,0,1271.9,0,0,0,14.3526,217.032,9.05443,0.0930526,9.05443,0.0930526,224.807,6.57806,990.309,512.981,512.981,635.329,111.326,476.305,194.636,217.018,202.908
727,2004-09-27,00:00:00.00,7.7745,0,0,0,1271.9,0,0,0,14.3526,217.032,9.05443,0.0930526,9.05443,0.0930526,224.807,6.57806,990.309,512.981,512.981,635.329,111.326,476.305,194.636,217.018,202.984
728,2004-09-28,00:00:00.00,7.7745,0,0,0,1271.9,0,0,0,14.3526,217.032,9.05443,0.0930526,9.05443,0.0930526,224.807,6.57806,990.309,512.981,512.981,635.329,111.326,476.305,194.636,217.018,203.057
729,2004-09-29,00:00:00.00,7.7745,0,0,0,1271.9,0,0,0,14.3526,217.032,9.05443,0.0930526,9.05443,0.0930526,224.807,6.57806,990.309,512.981,512.981,635.329,111.326,476.305,194.636,217.018,203.126
730,2004-09-30,00:00:00.00,7.7745,0,0,0,1271.9,0,0,0,14.3526,217.032,9.05443,0.0930526,9.05443,0.0930526,224.807,6.57806,990.309,512.981,512.981,635.329,111.326,476.305,194.636,217.018,203.192
