time [d],date,hour,rainfall [mm/day],snowfall [mm/d SWE],Channel Storage [mm],Reservoir Storage [mm],Rivulet Storage [mm],Surface Water [mm],Cum. Losses to Atmosphere [mm],Ponded Water [mm],Soil Water[0] [mm],Soil Water[1] [mm],Soil Water[2] [mm],Snow Melt (Liquid) [mm],Snow [mm],Canopy [mm],Canopy Snow [mm], Total [mm], Cum. Inputs [mm], Cum. Outflow [mm], MB Error [mm]
566,2004-04-19,00:00:00.00,11.8261,0,-1.43836,0,0.833703,0,725.244,-5.62335e-017,4.39425,0.213536,10.8148,0,0,0,0,740.062,1075.7,367.188,-1.13687e-012
567,2004-04-20,00:00:00.00,0.630954,0,-1.43977,0,0.783405,0,730.013,-5.7213e-018,0.298344,0.108674,10.381,0,0,0,0,740.145,1076.33,367.736,-1.36424e-012
568,2004-04-21,00:00:00.00,0.991147,0,-1.4584,0,0.758661,0,731.047,3.80873e-018,0.279693,0.0385444,9.96635,0,0,0,0,740.632,1077.32,368.241,-1.36424e-012
569,2004-04-22,00:00:00.00,9.24369,0,-1.46309,0,0.766469,0,737.898,2.14645e-017,2.55731,0.0857164,9.55625,0,0,0,0,749.401,1086.57,368.716,-1.13687e-012
570,2004-04-23,00:00:00.00,0.128588,0,-1.46987,0,0.740356,0,740.092,-1.32635e-018,0.506094,0.0460422,9.15238,0,0,0,0,749.067,1086.69,369.178,-1.47793e-012
571,2004-04-24,00:00:00.00,0,0,-1.47828,0,0.723928,0,740.562,3.3719e-035,0.0492462,0.0145612,8.76628,0,0,0,0,748.638,1086.69,369.607,-1.47793e-012
572,2004-04-25,00:00:00.00,0,0,-1.48387,0,0.712498,0,740.609,-9.38919e-052,0.0165505,0,8.38163,0,0,0,0,748.235,1086.69,370.01,-1.25056e-012
573,2004-04-26,00:00:00.00,3.45507,0,-1.48964,0,0.70323,0,743.327,4.06935e-018,0.716496,0.0186344,8.02945,0,0,0,0,751.305,1090.15,370.395,-1.13687e-012
574,2004-04-27,00:00:00.00,3.43314,0,-1.49461,0,0.694878,0,746.686,5.67561e-017,0.750666,0.0264426,7.70464,0,0,0,0,754.368,1093.58,370.766,-1.13687e-012
575,2004-04-28,00:00:00.00,0.514353,0,-1.49976,0,0.684771,0,747.37,-1.21759e-019,0.584446,0.00521569,7.38224,0,0,0,0,754.527,1094.1,371.121,-1.13687e-012
576,2004-04-29,00:00:00.00,0.32011,0,-1.50479,0,0.675604,0,748.134,-3.18147e-018,0.145927,0,7.05741,0,0,0,0,754.508,1094.42,371.46,-1.13687e-012
577,2004-04-30,00:00:00.00,0,0,-1.50951,0,0.666954,0,748.279,-9.07526e-035,0.000814537,0,6.74687,0,0,0,0,754.184,1094.42,371.784,-1.02318e-012
578,2004-05-01,00:00:00.00,3.38155,0,-1.51405,0,0.658689,0,750.72,7.32301e-019,0.941104,0,6.44999,0,0,0,0,757.256,1097.8,372.093,-1.02318e-012
579,2004-05-02,00:00:00.00,8.30451,0,-1.51025,0,0.668944,0,755.637,-7.47812e-017,3.53958,0.294289,6.62801,0,0,0,0,765.258,1106.1,372.396,-1.02318e-012
580,2004-05-03,00:00:00.00,16.5984,0,-1.48049,0,0.804498,0,758.934,2.47546e-016,14.9578,0.544706,7.70224,0,0,0,0,781.463,1122.7,372.789,-1.36424e-012
581,2004-05-04,00:00:00.00,0,0,-1.47985,0,0.703463,0,762.408,0,11.8284,0.0456788,7.50331,0,0,0,0,781.009,1122.7,373.243,-1.25056e-012
582,2004-05-05,00:00:00.00,4.02748,0,-1.4884,0,0.706056,0,768.781,1.41842e-017,8.5067,0.447846,7.7,0,0,0,0,784.653,1126.73,373.627,-1.7053e-012
583,2004-05-06,00:00:00.00,2.95753,0,-1.4777,0,0.712053,0,772.749,2.62671e-018,6.9807,0.04573,8.23078,0,0,0,0,787.24,1129.69,373.997,-1.36424e-012
584,2004-05-07,00:00:00.00,1.4,0,-1.48658,0,0.700837,0,780.357,4.47635e-018,0.768801,0.0289167,7.88523,0,0,0,0,788.255,1131.09,374.383,-1.59162e-012
585,2004-05-08,00:00:00.00,0,0,-1.49327,0,0.689772,0,781.038,-4.3136e-035,0.102148,0,7.55302,0,0,0,0,787.889,1131.09,374.748,-1.7053e-012
586,2004-05-09,00:00:00.00,14.5727,0,-1.49498,0,0.704674,0,784.202,-3.75532e-016,11.3654,0.0850038,7.2373,0,0,0,0,802.099,1145.66,375.111,-1.81899e-012
587,2004-05-10,00:00:00.00,11.7959,0,-1.41647,0,1.01549,0,791.251,0,10.9657,3.23055,8.30121,0,0,0,0,813.348,1157.46,375.658,-1.7053e-012
588,2004-05-11,00:00:00.00,5.16928,0,-1.35521,0,1.02794,0,800.945,0,4.74707,2.99987,9.31832,0,0,0,0,817.683,1162.62,376.492,-1.25056e-012
589,2004-05-12,00:00:00.00,0.128588,0,-1.4249,0,0.803002,0,806.819,2.71495e-018,0.043771,0.80909,9.96395,0,0,0,0,817.014,1162.75,377.29,-1.93268e-012
590,2004-05-13,00:00:00.00,0,0,-1.47263,0,0.749603,0,807.559,-4.36771e-035,0,0.0192996,9.61349,0,0,0,0,816.469,1162.75,377.835,-1.59162e-012
591,2004-05-14,00:00:00.00,5.91258,0,-1.4731,0,0.738494,0,813.43,0,0,0.0385197,9.2071,0,0,0,0,821.941,1168.67,378.275,-1.36424e-012
592,2004-05-15,00:00:00.00,9.21118,0,-1.4785,0,0.749723,0,820.735,0,1.7964,0.0857883,8.81859,0,0,0,0,830.707,1177.88,378.72,-1.81899e-012
593,2004-05-16,00:00:00.00,0.385765,0,-1.48426,0,0.722609,0,822.369,-1.39544e-019,0.555211,0.0517339,8.44718,0,0,0,0,830.661,1178.26,379.152,-1.59162e-012
594,2004-05-17,00:00:00.00,0,0,-1.49223,0,0.705743,0,822.919,1.05467e-034,0.0182535,0.0196524,8.09212,0,0,0,0,830.263,1178.26,379.551,-1.59162e-012
595,2004-05-18,00:00:00.00,0,0,-1.49741,0,0.694834,0,822.951,2.13683e-051,0,0,7.74194,0,0,0,0,829.89,1178.26,379.923,-1.59162e-012
596,2004-05-19,00:00:00.00,0.222851,0,-1.5026,0,0.685293,0,823.165,0,0.00876903,0,7.40128,0,0,0,0,829.758,1178.49,380.278,-1.7053e-012
597,2004-05-20,00:00:00.00,0.128588,0,-1.50741,0,0.676221,0,823.301,-9.23443e-033,0.00102916,0,7.07561,0,0,0,0,829.547,1178.61,380.618,-1.7053e-012
598,2004-05-21,00:00:00.00,0.0344637,0,-1.51203,0,0.667548,0,823.337,7.75594e-019,0,0,6.76427,0,0,0,0,829.257,1178.65,380.943,-1.47793e-012
599,2004-05-22,00:00:00.00,1.19976,0,-1.51645,0,0.659257,0,824.508,0,0.0282815,0,6.46662,0,0,0,0,830.146,1179.85,381.253,-1.59162e-012
600,2004-05-23,00:00:00.00,24.7534,0,-1.47198,0,0.822516,0,830.58,1.3869e-016,17.8235,0.405002,6.34907,0,0,0,0,854.508,1204.6,381.645,-1.81899e-012
601,2004-05-24,00:00:00.00,22.7621,0,0.306322,0,4.82204,0,835.472,0,21.0481,6.15404,7.45207,0,0,0,0,875.254,1227.36,383.66,-2.04636e-012
602,2004-05-25,00:00:00.00,11.6304,0,1.04529,0,3.77155,0,842.879,0,17.9161,7.22809,8.50654,0,0,0,0,881.347,1238.99,389.198,-2.16005e-012
603,2004-05-26,00:00:00.00,0.382768,0,-0.866734,0,1.5054,0,848.501,0,13.098,4.41,9.51461,0,0,0,0,876.162,1239.38,394.765,-1.7053e-012
604,2004-05-27,00:00:00.00,0.128588,0,-1.56806,0,0.909038,0,855.181,0,7.31119,2.02853,10.4783,0,0,0,0,874.34,1239.51,396.716,-2.04636e-012
605,2004-05-28,00:00:00.00,1.31871,0,-1.46614,0,0.805944,0,862.441,0,1.73351,0.343283,11.2675,0,0,0,0,875.125,1240.82,397.25,-1.59162e-012
606,2004-05-29,00:00:00.00,0,0,-1.56145,0,0.780157,0,863.97,0,0.532193,0,10.7866,0,0,0,0,874.508,1240.82,397.867,-1.59162e-012
607,2004-05-30,00:00:00.00,0,0,-1.54032,0,0.766201,0,864.494,0,0.00837756,0,10.312,0,0,0,0,874.04,1240.82,398.335,-1.81899e-012
608,2004-05-31,00:00:00.00,0,0,-1.55539,0,0.753569,0,864.502,0,0,0,9.85825,0,0,0,0,873.559,1240.82,398.816,-1.7053e-012
609,2004-06-01,00:00:00.00,5.60637,0,-1.56185,0,0.745468,0,867.935,0,2.10808,0.0421011,9.4411,0,0,0,0,878.71,1246.43,399.272,-1.7053e-012
610,2004-06-02,00:00:00.00,1.26396,0,-1.56502,0,0.732193,0,871.269,-9.12508e-018,0.03646,0.0238393,9.0423,0,0,0,0,879.539,1247.69,399.706,-2.16005e-012
611,2004-06-03,00:00:00.00,3.37701,0,-1.57384,0,0.722877,0,874.432,-4.34371e-018,0.216166,0.0364599,8.66104,0,0,0,0,882.495,1251.07,400.128,-2.04636e-012
612,2004-06-04,00:00:00.00,0.128588,0,-1.57728,0,0.71043,0,874.777,3.28339e-019,0.0110924,0.00781487,8.29656,0,0,0,0,882.225,1251.2,400.526,-1.81899e-012
613,2004-06-05,00:00:00.00,0,0,-1.58439,0,0.699962,0,874.796,-5.08348e-036,9.80524e-009,0,7.9315,0,0,0,0,881.843,1251.2,400.908,-1.93268e-012
614,2004-06-06,00:00:00.00,0,0,-1.58856,0,0.690235,0,874.796,0,0,0,7.5825,0,0,0,0,881.48,1251.2,401.271,-1.81899e-012
615,2004-06-07,00:00:00.00,0,0,-1.59407,0,0.680946,0,874.796,0,0,0,7.24885,0,0,0,0,881.131,1251.2,401.619,-1.93268e-012
616,2004-06-08,00:00:00.00,0,0,-1.59845,0,0.672065,0,874.796,0,0,0,6.92989,0,0,0,0,880.799,1251.2,401.952,-1.81899e-012
617,2004-06-09,00:00:00.00,0.627957,0,-1.60314,0,0.663575,0,875.424,0,0,0,6.62496,0,0,0,0,881.109,1251.83,402.27,-1.93268e-012
618,2004-06-10,00:00:00.00,0.954574,0,-1.60734,0,0.655459,0,876.378,0,0,0,6.33345,0,0,0,0,881.76,1252.78,402.574,-1.93268e-012
619,2004-06-11,00:00:00.00,1.86317,0,-1.61147,0,0.648075,0,878.123,0,0.103334,0,6.06946,0,0,0,0,883.332,1254.65,402.865,-1.93268e-012
620,2004-06-12,00:00:00.00,0,0,-1.61535,0,0.640679,0,878.225,0,0.00137226,0,5.80239,0,0,0,0,883.054,1254.65,403.143,-2.04636e-012
621,2004-06-13,00:00:00.00,0,0,-1.61914,0,0.63357,0,878.226,0,0,0,5.54708,0,0,0,0,882.787,1254.65,403.409,-2.16005e-012
622,2004-06-14,00:00:00.00,15.2757,0,-1.62098,0,0.641614,0,888.153,0,5.23267,0.0730449,5.31962,0,0,0,0,897.799,1269.92,403.674,-1.93268e-012
623,2004-06-15,00:00:00.00,16.0037,0,-0.959334,0,1.99083,0,897.371,1.66796e-017,6.38982,2.73006,5.59576,0,0,0,0,913.118,1285.93,404.358,-1.93268e-012
624,2004-06-16,00:00:00.00,0.128588,0,-0.782506,0,0.977326,0,900.615,0,3.54261,1.57096,5.85888,0,0,0,0,911.782,1286.05,405.823,-1.81899e-012
625,2004-06-17,00:00:00.00,0.791522,0,-1.4742,0,0.720219,0,904.823,4.22463e-018,0.23484,0.868616,6.07815,0,0,0,0,911.25,1286.85,407.146,-1.81899e-012
626,2004-06-18,00:00:00.00,5.44093,0,-1.60319,0,0.669159,0,909.286,-1.40091e-018,1.45292,0.13663,6.26107,0,0,0,0,916.203,1292.29,407.634,-1.93268e-012
627,2004-06-19,00:00:00.00,0.137855,0,-1.5719,0,0.649724,0,910.829,-3.37642e-018,0.132334,0.0315457,6.0022,0,0,0,0,916.073,1292.42,407.902,-1.93268e-012
628,2004-06-20,00:00:00.00,1.15729,0,-1.60871,0,0.640816,0,912.072,-1.28531e-018,0.0390615,0.0209335,5.75471,0,0,0,0,916.918,1293.58,408.214,-1.93268e-012
629,2004-06-21,00:00:00.00,0,0,-1.59965,0,0.633085,0,912.124,-1.12378e-034,0,0,5.50861,0,0,0,0,916.666,1293.58,408.466,-1.81899e-012
630,2004-06-22,00:00:00.00,6.29211,0,-1.60782,0,0.627026,0,917.504,0,0.880013,0.0141977,5.28285,0,0,0,0,922.7,1299.87,408.724,-2.27374e-012
631,2004-06-23,00:00:00.00,0.385765,0,-1.61201,0,0.620458,0,918.703,5.4193e-019,0.073481,0,5.05797,0,0,0,0,922.843,1300.26,408.968,-2.27374e-012
632,2004-06-24,00:00:00.00,6.72297,0,-1.61463,0,0.614601,0,923.819,2.3297e-017,1.66439,0,4.85011,0,0,0,0,929.334,1306.98,409.199,-2.16005e-012
633,2004-06-25,00:00:00.00,5.56315,0,-1.61913,0,0.613377,0,930.586,-1.44141e-017,0.389883,0.045607,4.65332,0,0,0,0,934.669,1312.55,409.427,-2.38742e-012
634,2004-06-26,00:00:00.00,0.125591,0,-1.62179,0,0.604617,0,931.107,2.34557e-018,0.00828338,0.0141106,4.46519,0,0,0,0,934.577,1312.67,409.644,-2.50111e-012
635,2004-06-27,00:00:00.00,0,0,-1.62632,0,0.598453,0,931.125,8.99766e-035,0.0034768,0,4.26932,0,0,0,0,934.37,1312.67,409.852,-2.16005e-012
636,2004-06-28,00:00:00.00,0.707985,0,-1.62909,0,0.593171,0,931.829,1.68029e-017,0.00766007,0,4.08146,0,0,0,0,934.882,1313.38,410.048,-2.38742e-012
637,2004-06-29,00:00:00.00,0.137204,0,-1.63255,0,0.588153,0,931.971,-4.32024e-019,0.00341351,0,3.90187,0,0,0,0,934.831,1313.52,410.236,-2.16005e-012
638,2004-06-30,00:00:00.00,0,0,-1.63539,0,0.583355,0,931.974,-7.11081e-037,6.19621e-006,0,3.73018,0,0,0,0,934.652,1313.52,410.415,-2.16005e-012
639,2004-07-01,00:00:00.00,0,0,-1.63837,0,0.578769,0,931.974,0,0,0,3.56604,0,0,0,0,934.48,1313.52,410.587,-2.50111e-012
640,2004-07-02,00:00:00.00,0,0,-1.64107,0,0.574384,0,931.974,0,0,0,3.40913,0,0,0,0,934.316,1313.52,410.751,-2.50111e-012
641,2004-07-03,00:00:00.00,0,0,-1.64373,0,0.570193,0,931.974,0,0,0,3.25912,0,0,0,0,934.16,1313.52,410.908,-2.50111e-012
642,2004-07-04,00:00:00.00,0,0,-1.64624,0,0.566185,0,931.974,0,0,0,3.11571,0,0,0,0,934.01,1313.52,411.057,-2.50111e-012
643,2004-07-05,00:00:00.00,5.25292,0,-1.64856,0,0.563126,0,937.195,0,0,0.0141977,2.99524,0,0,0,0,939.119,1318.77,411.201,-2.50111e-012
644,2004-07-06,00:00:00.00,0.385765,0,-1.65082,0,0.559369,0,937.576,0,0.0103185,0,2.87102,0,0,0,0,939.366,1319.16,411.339,-2.27374e-012
645,2004-07-07,00:00:00.00,4.58709,0,-1.65305,0,0.555824,0,940.936,2.99096e-018,1.23732,0,2.74469,0,0,0,0,943.821,1323.74,411.472,-2.38742e-012
646,2004-07-08,00:00:00.00,6.4989,0,-1.64767,0,0.568155,0,946.847,-5.56863e-017,1.09144,0.254941,3.07458,0,0,0,0,950.189,1330.24,411.603,-2.38742e-012
647,2004-07-09,00:00:00.00,0.523107,0,-1.64358,0,0.561975,0,948.261,-1.18886e-018,0.450594,0,2.94457,0,0,0,0,950.574,1330.76,411.74,-2.38742e-012
648,2004-07-10,00:00:00.00,0.128588,0,-1.64818,0,0.55794,0,948.819,2.12779e-018,0.0209237,0,2.815,0,0,0,0,950.565,1330.89,411.879,-2.27374e-012
649,2004-07-11,00:00:00.00,0,0,-1.65091,0,0.554472,0,948.84,1.03678e-034,0,0,2.69113,0,0,0,0,950.435,1330.89,412.009,-2.38742e-012
650,2004-07-12,00:00:00.00,0,0,-1.65271,0,0.551157,0,948.84,0,0,0,2.57272,0,0,0,0,950.311,1330.89,412.132,-2.38742e-012
651,2004-07-13,00:00:00.00,0,0,-1.65505,0,0.547987,0,948.84,0,0,0,2.45951,0,0,0,0,950.192,1330.89,412.251,-2.38742e-012
652,2004-07-14,00:00:00.00,5.79063,0,-1.65698,0,0.544957,0,952.529,0,2.10131,0,2.35129,0,0,0,0,955.87,1336.68,412.364,-2.16005e-012
653,2004-07-15,00:00:00.00,4.75079,0,-1.65528,0,0.550617,0,957.397,7.3329e-018,1.65298,0.0248452,2.5386,0,0,0,0,960.509,1341.43,412.476,-2.16005e-012
654,2004-07-16,00:00:00.00,6.4059,0,-1.64714,0,0.564636,0,961.102,1.42797e-016,3.78744,0.111531,2.87531,0,0,0,0,966.794,1347.84,412.596,-1.93268e-012
655,2004-07-17,00:00:00.00,0.257177,0,-1.64354,0,0.55829,0,965.216,2.76489e-018,0,0.0233827,2.76541,0,0,0,0,966.92,1348.1,412.728,-2.04636e-012
656,2004-07-18,00:00:00.00,8.88626,0,-1.64461,0,0.573275,0,973.726,0,0.26714,0.0802356,2.66035,0,0,0,0,975.662,1356.98,412.872,-1.81899e-012
657,2004-07-19,00:00:00.00,5.27989,0,-1.64549,0,0.572797,0,978.92,1.91805e-017,0.299499,0.0808484,2.55992,0,0,0,0,980.787,1362.26,413.027,-2.50111e-012
658,2004-07-20,00:00:00.00,0.408616,0,-1.64976,0,0.554757,0,979.636,5.35671e-018,0,0.0466556,2.4639,0,0,0,0,981.052,1362.67,413.171,-1.93268e-012
659,2004-07-21,00:00:00.00,0.128588,0,-1.65338,0,0.546658,0,979.776,0,0,0.0172489,2.37211,0,0,0,0,981.059,1362.8,413.292,-2.16005e-012
660,2004-07-22,00:00:00.00,1.589,0,-1.65551,0,0.543066,0,980.658,0,0.71544,0,2.27593,0,0,0,0,982.537,1364.39,413.403,-1.93268e-012
661,2004-07-23,00:00:00.00,6.94377,0,-1.65582,0,0.555064,0,987.496,0,0.705018,0.0730449,2.19241,0,0,0,0,989.366,1371.33,413.518,-2.27374e-012
662,2004-07-24,00:00:00.00,0,0,-1.65792,0,0.54254,0,988.15,0,0.0646923,0.0373051,2.11256,0,0,0,0,989.249,1371.33,413.635,-1.93268e-012
663,2004-07-25,00:00:00.00,0,0,-1.66119,0,0.536602,0,988.228,0,0.000259286,0.00630535,2.03623,0,0,0,0,989.146,1371.33,413.738,-2.27374e-012
664,2004-07-26,00:00:00.00,0,0,-1.66272,0,0.533802,0,988.234,0,0.000704491,0,1.94663,0,0,0,0,989.052,1371.33,413.832,-2.16005e-012
665,2004-07-27,00:00:00.00,1.03671,0,-1.66455,0,0.531389,0,989.268,-2.02294e-018,0.00347816,0,1.86098,0,0,0,0,989.999,1372.37,413.922,-2.04636e-012
666,2004-07-28,00:00:00.00,12.671,0,-1.66291,0,0.556045,0,994.566,2.59165e-018,7.22418,0.0873046,1.79572,0,0,0,0,1002.57,1385.04,414.026,-2.50111e-012
667,2004-07-29,00:00:00.00,1.60586,0,-1.66399,0,0.542434,0,1001.92,-2.43655e-018,1.40272,0.0659156,1.7838,0,0,0,0,1004.06,1386.65,414.142,-1.93268e-012
668,2004-07-30,00:00:00.00,0,0,-1.668,0,0.530372,0,1003.34,2.88829e-051,0,0.0316572,1.72193,0,0,0,0,1003.96,1386.65,414.241,-2.27374e-012
669,2004-07-31,00:00:00.00,9.73135,0,-1.66917,0,0.530291,0,1008.91,0,4.12339,0.0458842,1.66279,0,0,0,0,1013.6,1396.38,414.326,-1.93268e-012
670,2004-08-01,00:00:00.00,26.3546,0,-1.63119,0,0.838258,0,1017.21,-1.06831e-016,20.2054,0.607194,2.43579,0,0,0,0,1039.66,1422.73,414.62,-2.04636e-012
671,2004-08-02,00:00:00.00,0,0,-1.64023,0,0.582703,0,1024.46,0,13.1642,0,2.70555,0,0,0,0,1039.27,1422.73,415.009,-2.04636e-012
672,2004-08-03,00:00:00.00,8.00946,0,-1.655,0,0.632016,0,1033.76,0,9.51911,1.31637,3.47528,0,0,0,0,1047.05,1430.74,415.24,-2.16005e-012
673,2004-08-04,00:00:00.00,0.630954,0,-1.6426,0,0.597373,0,1040.53,-5.80612e-018,3.85428,0.00795179,4.12585,0,0,0,0,1047.47,1431.37,415.453,-2.16005e-012
674,2004-08-05,00:00:00.00,1.74633,0,-1.65735,0,0.5893,0,1045.45,-2.12009e-017,0.673052,0.00112269,3.96093,0,0,0,0,1049.01,1433.12,415.658,-2.16005e-012
675,2004-08-06,00:00:00.00,0.128588,0,-1.65523,0,0.584482,0,1046.18,-2.29153e-020,0.0702607,0,3.78664,0,0,0,0,1048.96,1433.25,415.835,-1.93268e-012
676,2004-08-07,00:00:00.00,0,0,-1.65877,0,0.579846,0,1046.25,1.37078e-035,0.00199111,0,3.62002,0,0,0,0,1048.79,1433.25,416.01,-2.16005e-012
677,2004-08-08,00:00:00.00,0,0,-1.66005,0,0.575414,0,1046.25,3.41704e-054,2.54216e-006,0,3.46073,0,0,0,0,1048.62,1433.25,416.175,-1.7053e-012
678,2004-08-09,00:00:00.00,0,0,-1.66206,0,0.571177,0,1046.25,-2.2193e-068,0,0,3.30846,0,0,0,0,1048.47,1433.25,416.333,-1.93268e-012
679,2004-08-10,00:00:00.00,0.402622,0,-1.6637,0,0.567126,0,1046.65,0,0,0,3.16288,0,0,0,0,1048.72,1433.65,416.484,-1.7053e-012
680,2004-08-11,00:00:00.00,0.249211,0,-1.66536,0,0.563254,0,1046.89,0,0.0137753,0,3.0237,0,0,0,0,1048.82,1433.9,416.629,-2.16005e-012
681,2004-08-12,00:00:00.00,5.33772,0,-1.66663,0,0.562007,0,1051.53,1.84656e-017,0.651428,0.0328185,2.90728,0,0,0,0,1054.02,1439.24,416.769,-2.04636e-012
682,2004-08-13,00:00:00.00,0.180284,0,-1.66813,0,0.55712,0,1052.32,2.48272e-018,0.0579514,0.00431735,2.79598,0,0,0,0,1054.06,1439.42,416.904,-1.93268e-012
683,2004-08-14,00:00:00.00,3.52662,0,-1.66963,0,0.554509,0,1055.53,-2.61884e-017,0.338398,0.018139,2.68958,0,0,0,0,1057.46,1442.94,417.033,-2.50111e-012
684,2004-08-15,00:00:00.00,0,0,-1.67093,0,0.550853,0,1055.87,4.13209e-034,0.00928779,0,2.57569,0,0,0,0,1057.34,1442.94,417.157,-2.50111e-012
685,2004-08-16,00:00:00.00,0,0,-1.67233,0,0.547654,0,1055.88,-2.86036e-051,1.26302e-005,0,2.46236,0,0,0,0,1057.22,1442.94,417.275,-2.04636e-012
686,2004-08-17,00:00:00.00,0,0,-1.67355,0,0.544638,0,1055.88,2.81099e-067,8.61909e-009,0,2.35401,0,0,0,0,1057.11,1442.94,417.387,-2.27374e-012
687,2004-08-18,00:00:00.00,0.348442,0,-1.67477,0,0.541756,0,1056.23,4.15533e-019,0.000559978,0,2.25043,0,0,0,0,1057.35,1443.29,417.495,-1.81899e-012
688,2004-08-19,00:00:00.00,0.319972,0,-1.67592,0,0.539,0,1056.53,-3.09913e-018,0.02493,0,2.1514,0,0,0,0,1057.57,1443.61,417.598,-2.04636e-012
689,2004-08-20,00:00:00.00,0,0,-1.67702,0,0.536365,0,1056.55,6.57411e-035,0.00138181,0,2.05674,0,0,0,0,1057.47,1443.61,417.696,-2.04636e-012
690,2004-08-21,00:00:00.00,0.0714117,0,-1.67807,0,0.533846,0,1056.61,1.00543e-018,0.0079783,0,1.96624,0,0,0,0,1057.44,1443.68,417.79,-1.59162e-012
691,2004-08-22,00:00:00.00,0,0,-1.67908,0,0.531438,0,1056.62,3.14368e-035,0.000740173,0,1.87972,0,0,0,0,1057.35,1443.68,417.88,-2.04636e-012
692,2004-08-23,00:00:00.00,0,0,-1.68004,0,0.529137,0,1056.62,5.06117e-052,4.09577e-007,0,1.79701,0,0,0,0,1057.27,1443.68,417.966,-1.81899e-012
693,2004-08-24,00:00:00.00,0.128588,0,-1.68096,0,0.526936,0,1056.75,1.86726e-018,0.0056187,0,1.71794,0,0,0,0,1057.32,1443.81,418.048,-1.36424e-012
694,2004-08-25,00:00:00.00,0,0,-1.68184,0,0.524832,0,1056.75,4.77157e-035,0.000504733,0,1.64234,0,0,0,0,1057.24,1443.81,418.127,-1.81899e-012
695,2004-08-26,00:00:00.00,1.01502,0,-1.68268,0,0.522821,0,1057.77,7.28179e-018,0.000595865,0,1.57008,0,0,0,0,1058.18,1444.83,418.202,-2.04636e-012
696,2004-08-27,00:00:00.00,7.34807,0,-1.68166,0,0.536434,0,1060.84,-6.18064e-018,4.15958,0.0741984,1.51762,0,0,0,0,1065.44,1452.18,418.284,-1.81899e-012
697,2004-08-28,00:00:00.00,2.23516,0,-1.68256,0,0.524945,0,1066.5,-1.29769e-017,0.736966,0.0418682,1.46761,0,0,0,0,1067.59,1454.41,418.371,-1.81899e-012
698,2004-08-29,00:00:00.00,10.6383,0,-1.67538,0,0.588592,0,1071.68,-5.08132e-017,5.38076,0.0967554,2.04199,0,0,0,0,1078.11,1465.05,418.491,-2.04636e-012
699,2004-08-30,00:00:00.00,18.5726,0,-1.64701,0,0.685117,0,1075.85,-1.5525e-016,16.6928,1.59547,3.27835,0,0,0,0,1096.45,1483.62,418.721,-2.04636e-012
700,2004-08-31,00:00:00.00,0,0,-1.64372,0,0.604163,0,1082.03,0,11.1926,0.054248,3.94784,0,0,0,0,1096.18,1483.62,418.992,-1.59162e-012
701,2004-09-01,00:00:00.00,0.128588,0,-1.65771,0,0.586226,0,1088.08,1.7744e-018,5.28226,0.0239425,3.79075,0,0,0,0,1096.1,1483.75,419.2,-1.36424e-012
702,2004-09-02,00:00:00.00,0,0,-1.65778,0,0.580314,0,1090.41,-4.03925e-036,2.95835,0,3.63396,0,0,0,0,1095.93,1483.75,419.373,-2.27374e-012
703,2004-09-03,00:00:00.00,0,0,-1.66024,0,0.575789,0,1092.89,5.81769e-052,0.477437,0,3.47406,0,0,0,0,1095.76,1483.75,419.54,-1.81899e-012
704,2004-09-04,00:00:00.00,0,0,-1.66193,0,0.571536,0,1093.37,4.34197e-068,3.70025e-005,0,3.32119,0,0,0,0,1095.6,1483.75,419.699,-2.04636e-012
705,2004-09-05,00:00:00.00,0,0,-1.66365,0,0.567469,0,1093.37,8.38804e-085,2.27259e-007,0,3.17505,0,0,0,0,1095.45,1483.75,419.851,-1.59162e-012
706,2004-09-06,00:00:00.00,0,0,-1.6653,0,0.563582,0,1093.37,9.03164e-101,6.81468e-009,0,3.03534,0,0,0,0,1095.31,1483.75,419.996,-1.36424e-012
707,2004-09-07,00:00:00.00,5.01124,0,-1.66686,0,0.559866,0,1095.71,1.78697e-017,2.66919,0,2.90178,0,0,0,0,1100.18,1488.76,420.135,-1.59162e-012
708,2004-09-08,00:00:00.00,4.76057,0,-1.66459,0,0.565119,0,1100.6,4.66115e-017,2.19715,0.0248452,3.07463,0,0,0,0,1104.8,1493.52,420.271,-1.36424e-012
709,2004-09-09,00:00:00.00,3.75883,0,-1.65216,0,0.581914,0,1102.95,-1.3543e-017,2.75797,0.353682,3.42815,0,0,0,0,1108.42,1497.28,420.415,-1.59162e-012
710,2004-09-10,00:00:00.00,14.1417,0,-1.63639,0,0.653619,0,1107.73,-1.73691e-017,12.0029,0.0939516,3.50854,0,0,0,0,1122.35,1511.42,420.626,-1.81899e-012
711,2004-09-11,00:00:00.00,0,0,-1.64401,0,0.586731,0,1113.27,0,6.47127,0.0523953,3.37078,0,0,0,0,1122.11,1511.42,420.866,-1.81899e-012
712,2004-09-12,00:00:00.00,0,0,-1.65426,0,0.57083,0,1117.99,0,1.76965,0.0202382,3.23909,0,0,0,0,1121.93,1511.42,421.043,-2.04636e-012
713,2004-09-13,00:00:00.00,0,0,-1.65396,0,0.565817,0,1119.75,0,0.0225202,0,3.10302,0,0,0,0,1121.78,1511.42,421.191,-1.59162e-012
714,2004-09-14,00:00:00.00,0,0,-1.65733,0,0.56195,0,1119.77,0,0.00127444,0,2.96648,0,0,0,0,1121.64,1511.42,421.334,-1.81899e-012
