time [d], date, hour, day_angle, rain [mm/d], snow [mm/d], temp [C], temp_daily_min [C], temp_daily_max [C],temp_daily_ave [C],temp_monthly_min [C],temp_monthly_max [C], air_density [kg/m3], air_pressure [KPa], rel_humidity [-], cloud_cover [-], ET_radiation [MJ/m2/d], SW_radiation [MJ/m2/d], net_SW_radiation [MJ/m2/d], LW_incoming [MJ/m2/d], net_LW_radiation [MJ/m2/d], wind_speed [m/s], PET [mm/d], OW_PET [mm/d], daily_correction [-], potential_melt [mm/d]
598,2004-05-21,00:00:00.00,2.41199,0.0344637,0,14.6079,6.58605,22.6298,14.6079,-33333.3,-33333.3,1.16855,97.1522,0.5,0,40.2033,30.5074,23.7118,26.5409,-6.72564,2,4.79495,4.79495,1,65.8033
599,2004-05-22,00:00:00.00,2.42915,1.19976,0,16.3486,12.1732,20.5241,16.3486,-33333.3,-33333.3,1.16092,97.1764,0.5,0,40.3146,30.3781,23.611,27.5109,-6.5677,2,3.65585,3.65585,1,73.8226
600,2004-05-23,00:00:00.00,2.44632,24.7534,0,13.3468,10.0703,16.6232,13.3468,-33333.3,-33333.3,1.17407,97.1341,0.5,0,40.4222,30.8237,23.964,25.8534,-6.83345,2,2.95902,2.95902,1,60.4373
601,2004-05-24,00:00:00.00,2.46349,22.7621,0,14.2894,12.3112,16.2677,14.2894,-33333.3,-33333.3,1.16993,97.1472,0.5,0,40.5262,30.7954,25.0516,26.3651,-6.75436,2,2.37737,2.37737,1,64.8451
602,2004-05-25,00:00:00.00,2.48066,11.6304,0,14.4843,9.7391,19.2295,14.4843,-33333.3,-33333.3,1.16911,97.151,0.5,0,40.6266,30.8486,25.3344,26.4765,-6.73409,2,3.68846,3.68846,1,65.9894
603,2004-05-26,00:00:00.00,2.49782,0.382768,0,11.3678,7.98638,14.7493,11.3678,-33333.3,-33333.3,1.18275,97.1055,0.5,0,40.7232,31.272,25.6544,24.8042,-6.98873,2,2.83742,2.83742,1,51.8717
604,2004-05-27,00:00:00.00,2.51499,0.128588,0,14.0214,9.94902,18.0938,14.0214,-33333.3,-33333.3,1.17113,97.1442,0.5,0,40.8162,31.051,25.35,26.2212,-6.77517,2,3.37521,3.37521,1,64.1719
605,2004-05-28,00:00:00.00,2.53216,1.31871,0,13.3218,5.50407,21.1395,13.3218,-33333.3,-33333.3,1.17418,97.1336,0.5,0,40.9055,31.2016,25.3233,25.8397,-6.83579,2,4.62878,4.62878,1,61.0393
606,2004-05-29,00:00:00.00,2.54933,0,0,9.53859,5.60557,13.4716,9.53859,-33333.3,-33333.3,1.19081,97.0795,0.5,0,40.9911,31.6623,25.4989,23.867,-7.11701,2,2.86354,2.86354,1,43.8558
607,2004-05-30,00:00:00.00,2.56649,0,0,8.89847,1.5284,16.2685,8.89847,-33333.3,-33333.3,1.19363,97.0697,0.5,0,41.073,31.7872,25.4774,23.5433,-7.16029,2,3.87151,3.87151,1,40.9857
608,2004-05-31,00:00:00.00,2.58366,0,0,11.2285,2.88234,19.5746,11.2285,-33333.3,-33333.3,1.18338,97.1041,0.5,0,41.1512,31.6193,25.1379,24.7341,-6.99738,2,4.48876,4.48876,1,51.8352
609,2004-06-01,00:00:00.00,2.60083,5.60637,0,12.277,10.697,13.857,12.277,-33333.3,-33333.3,1.17876,97.1187,0.5,0,41.2257,31.566,24.8505,25.2823,-6.91939,2,2.0163,2.0163,1,56.701
610,2004-06-02,00:00:00.00,2.61799,1.26396,0,16.0013,10.7228,21.2799,16.0013,-33333.3,-33333.3,1.16245,97.1718,0.5,0,41.2964,31.1767,24.6923,27.3156,-6.59953,2,4.16897,4.16897,1,74.0963
611,2004-06-03,00:00:00.00,2.63516,3.37701,0,14.3372,10.4849,18.1896,14.3372,-33333.3,-33333.3,1.16974,97.1484,0.5,0,41.3634,31.4361,24.7343,26.3923,-6.74888,2,3.39219,3.39219,1,66.5216
612,2004-06-04,00:00:00.00,2.65233,0.128588,0,12.5085,7.36734,17.6497,12.5085,-33333.3,-33333.3,1.17775,97.122,0.5,0,41.4266,31.6966,24.9312,25.4048,-6.90104,2,3.69865,3.69865,1,58.1056
613,2004-06-05,00:00:00.00,2.6695,0,0,11.8302,3.85931,19.8011,11.8302,-33333.3,-33333.3,1.18074,97.1128,0.5,0,41.4861,31.8162,24.8291,25.0482,-6.95244,2,4.5132,4.5132,1,55.0779
614,2004-06-06,00:00:00.00,2.68666,0,0,14.0552,5.60781,22.5027,14.0552,-33333.3,-33333.3,1.17097,97.1445,0.5,0,41.5418,31.6071,24.5677,26.2383,-6.7731,2,5.0022,5.0022,1,65.5124
615,2004-06-07,00:00:00.00,2.70383,0,0,17.2267,10.8535,23.5999,17.2267,-33333.3,-33333.3,1.15708,97.1889,0.5,0,41.5938,31.239,24.28,28.0116,-6.48214,2,4.77847,4.77847,1,80.3625
616,2004-06-08,00:00:00.00,2.721,0,0,21.7829,16.0907,27.475,21.7829,-33333.3,-33333.3,1.13706,97.251,0.5,0,41.642,30.58,23.7678,30.7234,-5.98662,2,5.10482,5.10482,1,101.744
617,2004-06-09,00:00:00.00,2.73816,0.627957,0,23.7833,17.7431,29.8234,23.7833,-33333.3,-33333.3,1.12823,97.278,0.5,0,41.6864,30.2637,23.522,31.9777,-5.73827,2,5.52646,5.52646,1,111.234
618,2004-06-10,00:00:00.00,2.75533,0.954574,0,23.9114,19.1365,28.6863,23.9114,-33333.3,-33333.3,1.12766,97.2799,0.5,0,41.7271,30.2696,23.5266,32.0603,-5.72127,2,4.93756,4.93756,1,111.953
619,2004-06-11,00:00:00.00,2.7725,1.86317,0,15.1411,11.4444,18.8379,15.1411,-33333.3,-33333.3,1.16623,97.1605,0.5,0,41.7639,31.6415,24.5931,26.8408,-6.67477,2,3.42467,3.42467,1,71.0511
620,2004-06-12,00:00:00.00,2.78967,0,0,13.9652,8.38386,19.5466,13.9652,-33333.3,-33333.3,1.17139,97.1438,0.5,0,41.797,31.8115,24.7394,26.1943,-6.77783,2,4.07654,4.07654,1,65.5907
621,2004-06-13,00:00:00.00,2.80683,0,0,13.8992,5.55444,22.244,13.8992,-33333.3,-33333.3,1.17167,97.1426,0.5,0,41.8264,31.8434,24.7502,26.1554,-6.78515,2,4.98192,4.98192,1,65.3125
622,2004-06-14,00:00:00.00,2.824,15.2757,0,17.5455,10.9011,24.1899,17.5455,-33333.3,-33333.3,1.15568,97.1933,0.5,0,41.8519,31.3896,24.397,28.1955,-6.45034,2,4.95249,4.95249,1,82.4299
623,2004-06-15,00:00:00.00,2.84117,16.0037,0,21.4587,16.3566,26.5609,21.4587,-33333.3,-33333.3,1.1385,97.2471,0.5,0,41.8736,30.8058,24.5052,30.5253,-6.02381,2,4.8294,4.8294,1,100.919
624,2004-06-16,00:00:00.00,2.85833,0.128588,0,19.1486,13.907,24.3903,19.1486,-33333.3,-33333.3,1.14865,97.2156,0.5,0,41.8916,31.1859,24.9768,29.1326,-6.28354,2,4.6012,4.6012,1,90.117
625,2004-06-17,00:00:00.00,2.8755,0.791522,0,18.7024,11.6226,25.7823,18.7024,-33333.3,-33333.3,1.15062,97.2097,0.5,0,41.9058,31.2627,24.8175,28.8713,-6.32953,2,5.29392,5.29392,1,88.1053
626,2004-06-18,00:00:00.00,2.89267,5.44093,0,19.001,16.4224,21.5796,19.001,-33333.3,-33333.3,1.14931,97.214,0.5,0,41.9162,31.2254,24.5983,29.0483,-6.29719,2,3.18116,3.18116,1,89.5587
627,2004-06-19,00:00:00.00,2.90984,0.137855,0,18.6301,15.975,21.2851,18.6301,-33333.3,-33333.3,1.15093,97.2083,0.5,0,41.9228,31.2871,24.7635,28.8262,-6.33912,2,3.23037,3.23037,1,87.7767
628,2004-06-20,00:00:00.00,2.927,1.15729,0,12.0339,7.30339,16.7644,12.0339,-33333.3,-33333.3,1.17984,97.1157,0.5,0,41.9257,32.134,25.2747,25.1556,-6.93665,2,3.49143,3.49143,1,56.7628
629,2004-06-21,00:00:00.00,2.94417,0,0,12.8443,5.20554,20.483,12.8443,-33333.3,-33333.3,1.17629,97.1274,0.5,0,41.9247,32.0423,25.1045,25.5866,-6.87223,2,4.61057,4.61057,1,60.6027
630,2004-06-22,00:00:00.00,2.96134,6.29211,0,16.3703,11.2569,21.4837,16.3703,-33333.3,-33333.3,1.16083,97.1769,0.5,0,41.92,31.6034,24.6491,27.5235,-6.56497,2,4.20877,4.20877,1,77.1761
631,2004-06-23,00:00:00.00,2.9785,0.385765,0,16.5299,12.8986,20.1611,16.5299,-33333.3,-33333.3,1.16014,97.1795,0.5,0,41.9115,31.5747,24.7241,27.6156,-6.54877,2,3.55578,3.55578,1,77.9346
632,2004-06-24,00:00:00.00,2.99567,6.72297,0,15.4499,7.69106,23.2087,15.4499,-33333.3,-33333.3,1.16486,97.1641,0.5,0,41.8993,31.7083,24.7678,27.0068,-6.65034,2,5.0463,5.0463,1,72.8407
633,2004-06-25,00:00:00.00,3.01284,5.56315,0,15.3583,9.93038,20.7862,15.3583,-33333.3,-33333.3,1.16527,97.163,0.5,0,41.8832,31.7067,24.8711,26.9575,-6.65793,2,4.16409,4.16409,1,72.38
634,2004-06-26,00:00:00.00,3.03001,0.125591,0,13.4688,7.97203,18.9656,13.4688,-33333.3,-33333.3,1.17354,97.1358,0.5,0,41.8634,31.9242,25.1035,25.9192,-6.82319,2,3.99144,3.99144,1,63.4622
635,2004-06-27,00:00:00.00,3.04717,0,0,14.1367,10.0953,18.1781,14.1367,-33333.3,-33333.3,1.1706,97.1449,0.5,0,41.8399,31.8263,24.8861,26.2815,-6.76755,2,3.48822,3.48822,1,66.5369
636,2004-06-28,00:00:00.00,3.06434,0.707985,0,15.1017,10.3964,19.8071,15.1017,-33333.3,-33333.3,1.16638,97.1589,0.5,0,41.8126,31.6868,24.7056,26.8125,-6.68248,2,3.87944,3.87944,1,71.0903
637,2004-06-29,00:00:00.00,3.08151,0.137204,0,15.7439,11.3252,20.1627,15.7439,-33333.3,-33333.3,1.16356,97.1676,0.5,0,41.7815,31.5806,24.5899,27.1705,-6.62432,2,3.82946,3.82946,1,74.0528
638,2004-06-30,00:00:00.00,3.09867,0,0,16.844,11.7655,21.9224,16.844,-33333.3,-33333.3,1.15874,97.1832,0.5,0,41.7467,31.4081,24.4149,27.7921,-6.52011,2,4.23798,4.23798,1,79.1872
639,2004-07-01,00:00:00.00,3.11584,0,0,17.9506,9.35812,26.5431,17.9506,-33333.3,-33333.3,1.1539,97.1987,0.5,0,41.7081,31.2247,24.2689,28.429,-6.40994,2,5.68431,5.68431,1,84.3322
640,2004-07-02,00:00:00.00,3.13301,0,0,21.1148,16.0311,26.1984,21.1148,-33333.3,-33333.3,1.14001,97.2421,0.5,0,41.6659,30.7092,23.8682,30.3134,-6.06505,2,4.74205,4.74205,1,99.133
641,2004-07-03,00:00:00.00,3.15018,0,0,17.3746,10.7442,24.0049,17.3746,-33333.3,-33333.3,1.15643,97.1908,0.5,0,41.6199,31.2392,24.2801,28.0963,-6.46777,2,4.89957,4.89957,1,81.4937
642,2004-07-04,00:00:00.00,3.16734,0,0,18.3846,10.2235,26.5458,18.3846,-33333.3,-33333.3,1.15201,97.2051,0.5,0,41.5701,31.058,24.1395,28.6831,-6.36415,2,5.58884,5.58884,1,86.1868
643,2004-07-05,00:00:00.00,3.18451,5.25292,0,21.6387,15.3247,27.9527,21.6387,-33333.3,-33333.3,1.13769,97.2487,0.5,0,41.5167,30.5111,23.714,30.6347,-6.00437,2,5.33945,5.33945,1,101.25
644,2004-07-06,00:00:00.00,3.20168,0.385765,0,16.6869,13.2689,20.105,16.6869,-33333.3,-33333.3,1.15942,97.1807,0.5,0,41.4596,31.2107,24.3081,27.7032,-6.53565,2,3.41587,3.41587,1,77.9748
645,2004-07-07,00:00:00.00,3.21884,4.58709,0,17.4196,10.5983,24.2409,17.4196,-33333.3,-33333.3,1.15623,97.1914,0.5,0,41.3987,31.0656,24.1612,28.1221,-6.46337,2,4.95125,4.95125,1,81.3507
646,2004-07-08,00:00:00.00,3.23601,6.4989,0,20.3254,15.1822,25.4686,20.3254,-33333.3,-33333.3,1.14348,97.2315,0.5,0,41.3342,30.588,23.9362,29.8348,-6.1551,2,4.64369,4.64369,1,94.8028
647,2004-07-09,00:00:00.00,3.25318,0.523107,0,15.5999,13.3526,17.8472,15.5999,-33333.3,-33333.3,1.1642,97.1661,0.5,0,41.266,31.2068,24.474,27.0902,-6.63688,2,2.67842,2.67842,1,72.6889
648,2004-07-10,00:00:00.00,3.27035,0.128588,0,17.0319,13.1823,20.8816,17.0319,-33333.3,-33333.3,1.15792,97.1859,0.5,0,41.1942,30.9637,24.2619,27.8994,-6.5018,2,3.66146,3.66146,1,79.2116
649,2004-07-11,00:00:00.00,3.28751,0,0,18.972,13.2889,24.6551,18.972,-33333.3,-33333.3,1.14942,97.2128,0.5,0,41.1187,30.6322,23.9404,29.0268,-6.30361,2,4.68446,4.68446,1,88.1012
650,2004-07-12,00:00:00.00,3.30468,0,0,20.275,12.73,27.82,20.275,-33333.3,-33333.3,1.1437,97.2309,0.5,0,41.0396,30.3756,23.6528,29.8047,-6.16024,2,5.58207,5.58207,1,94.0308
651,2004-07-13,00:00:00.00,3.32185,0,0,23.0174,17.3018,28.7331,23.0174,-33333.3,-33333.3,1.13162,97.268,0.5,0,40.9568,29.8635,23.2111,31.4936,-5.83479,2,5.18969,5.18969,1,106.567
652,2004-07-14,00:00:00.00,3.33902,5.79063,0,23.6772,17.955,29.3994,23.6772,-33333.3,-33333.3,1.1287,97.2767,0.5,0,40.8704,29.6841,23.0716,31.9105,-5.75166,2,5.27383,5.27383,1,109.41
653,2004-07-15,00:00:00.00,3.35618,4.75079,0,18.901,15.9875,21.8146,18.901,-33333.3,-33333.3,1.14973,97.2117,0.5,0,40.7804,30.387,23.8336,28.9849,-6.31137,2,3.31767,3.31767,1,87.1404
654,2004-07-16,00:00:00.00,3.37335,6.4059,0,16.1091,14.933,17.2851,16.1091,-33333.3,-33333.3,1.16196,97.1729,0.5,0,40.6868,30.6985,24.1235,27.3754,-6.59037,2,1.94503,1.94503,1,74.1256
655,2004-07-17,00:00:00.00,3.39052,0.257177,0,19.9932,14.6815,25.3049,19.9932,-33333.3,-33333.3,1.14493,97.2267,0.5,0,40.5896,30.0807,23.8094,29.6345,-6.19251,2,4.59543,4.59543,1,91.8272
656,2004-07-18,00:00:00.00,3.40768,8.88626,0,20.3407,14.0791,26.6022,20.3407,-33333.3,-33333.3,1.14342,97.232,0.5,0,40.4889,29.9512,23.4974,29.8462,-6.15146,2,5.02359,5.02359,1,93.2833
657,2004-07-19,00:00:00.00,3.42485,5.27989,0,19.4226,15.7268,23.1184,19.4226,-33333.3,-33333.3,1.14744,97.219,0.5,0,40.3846,30.0114,23.6958,29.2938,-6.25512,2,3.75298,3.75298,1,88.8141
658,2004-07-20,00:00:00.00,3.44202,0.408616,0,19.5624,13.7856,25.3393,19.5624,-33333.3,-33333.3,1.14683,97.2212,0.5,0,40.2768,29.9092,23.6381,29.3777,-6.23919,2,4.70389,4.70389,1,89.2725
659,2004-07-21,00:00:00.00,3.45919,0.128588,0,21.3283,15.3884,27.2681,21.3283,-33333.3,-33333.3,1.13907,97.245,0.5,0,40.1654,29.5542,23.1541,30.444,-6.04006,2,4.98116,4.98116,1,97.0775
660,2004-07-22,00:00:00.00,3.47635,1.589,0,23.4219,17.986,28.8578,23.4219,-33333.3,-33333.3,1.12983,97.2733,0.5,0,40.0505,29.1216,22.6487,31.7485,-5.78423,2,4.99397,4.99397,1,106.349
661,2004-07-23,00:00:00.00,3.49352,6.94377,0,23.6086,18.3843,28.8328,23.6086,-33333.3,-33333.3,1.12902,97.2764,0.5,0,39.9322,28.9998,22.5869,31.8711,-5.75751,2,4.90226,4.90226,1,106.966
662,2004-07-24,00:00:00.00,3.51069,0,0,16.3457,12.494,20.1974,16.3457,-33333.3,-33333.3,1.16095,97.1772,0.5,0,39.8104,29.9942,23.5388,27.5131,-6.56504,2,3.44292,3.44292,1,73.8772
663,2004-07-25,00:00:00.00,3.52785,0,0,15.5399,8.82372,22.2561,15.5399,-33333.3,-33333.3,1.16447,97.1653,0.5,0,39.6851,29.9996,23.4167,27.0568,-6.6423,2,4.45829,4.45829,1,70.0137
664,2004-07-26,00:00:00.00,3.54502,0,0,17.0675,12.0438,22.0912,17.0675,-33333.3,-33333.3,1.15778,97.1871,0.5,0,39.5564,29.7063,23.1118,27.9226,-6.49614,2,4.01973,4.01973,1,76.6974
665,2004-07-27,00:00:00.00,3.56219,1.03671,0,16.1163,10.5817,21.6509,16.1163,-33333.3,-33333.3,1.16194,97.1734,0.5,0,39.4242,29.7267,23.1188,27.3802,-6.58895,2,4.09099,4.09099,1,72.1804
666,2004-07-28,00:00:00.00,3.57936,12.671,0,16.3109,14.0344,18.5875,16.3109,-33333.3,-33333.3,1.1611,97.1765,0.5,0,39.2887,29.5973,23.016,27.4919,-6.56922,2,2.61894,2.61894,1,72.8741
667,2004-07-29,00:00:00.00,3.59652,1.60586,0,20.5532,15.2152,25.8911,20.5532,-33333.3,-33333.3,1.14249,97.2349,0.5,0,39.1498,28.907,22.976,29.9735,-6.12821,2,4.51099,4.51099,1,91.5203
668,2004-07-30,00:00:00.00,3.61369,0,0,19.6182,12.5643,26.6721,19.6182,-33333.3,-33333.3,1.14659,97.2219,0.5,0,39.0075,28.9366,22.8421,29.4108,-6.23324,2,5.04149,5.04149,1,87.0656
669,2004-07-31,00:00:00.00,3.63086,9.73135,0,20.6373,16.5601,24.7144,20.6373,-33333.3,-33333.3,1.14211,97.2356,0.5,0,38.8619,28.676,22.4129,30.0229,-6.12002,2,3.92268,3.92268,1,91.2728
670,2004-08-01,00:00:00.00,3.64802,26.3546,0,21.5909,17.2182,25.9637,21.5909,-33333.3,-33333.3,1.13791,97.2484,0.5,0,38.713,28.4174,22.5037,30.605,-6.00959,2,4.14464,4.14464,1,95.161
671,2004-08-02,00:00:00.00,3.66519,0,0,19.6876,13.5144,25.8608,19.6876,-33333.3,-33333.3,1.14628,97.2226,0.5,0,38.5608,28.5854,23.3517,29.4516,-6.22624,2,4.66962,4.66962,1,86.4868
672,2004-08-03,00:00:00.00,3.68236,8.00946,0,22.0947,16.3665,27.823,22.0947,-33333.3,-33333.3,1.13569,97.2556,0.5,0,38.4054,28.106,22.7457,30.9171,-5.94841,2,4.76634,4.76634,1,96.7406
673,2004-08-04,00:00:00.00,3.69953,0.630954,0,21.299,16.3725,26.2255,21.299,-33333.3,-33333.3,1.1392,97.245,0.5,0,38.2467,28.1082,22.7117,30.4278,-6.04214,2,4.31119,4.31119,1,92.9394
674,2004-08-05,00:00:00.00,3.71669,1.74633,0,18.8552,14.9762,22.7341,18.8552,-33333.3,-33333.3,1.14994,97.2114,0.5,0,38.0848,28.3366,22.7377,28.9587,-6.31524,2,3.57527,3.57527,1,81.9713
675,2004-08-06,00:00:00.00,3.73386,0.128588,0,14.4217,10.3101,18.5333,14.4217,-33333.3,-33333.3,1.16938,97.15,0.5,0,37.9197,28.756,22.9727,26.4406,-6.74037,2,3.22164,3.22164,1,62.4944
676,2004-08-07,00:00:00.00,3.75103,0,0,14.7438,9.43163,20.0559,14.7438,-33333.3,-33333.3,1.16795,97.1541,0.5,0,37.7514,28.5891,22.7097,26.6152,-6.71374,2,3.68086,3.68086,1,63.6213
677,2004-08-08,00:00:00.00,3.76819,0,0,15.6818,8.47846,22.8851,15.6818,-33333.3,-33333.3,1.16385,97.1675,0.5,0,37.58,28.347,22.3635,27.1374,-6.62835,2,4.39158,4.39158,1,67.4263
678,2004-08-09,00:00:00.00,3.78536,0,0,17.4444,10.2104,24.6785,17.4444,-33333.3,-33333.3,1.15612,97.192,0.5,0,37.4055,27.9969,21.9495,28.1373,-6.45995,2,4.61113,4.61113,1,74.6848
679,2004-08-10,00:00:00.00,3.80253,0.402622,0,18.02,11.387,24.6531,18.02,-33333.3,-33333.3,1.15361,97.2002,0.5,0,37.2279,27.7855,21.6459,28.4711,-6.40137,2,4.46631,4.46631,1,76.8347
680,2004-08-11,00:00:00.00,3.8197,0.249211,0,20.1427,16.4893,23.7961,20.1427,-33333.3,-33333.3,1.14428,97.2288,0.5,0,37.0474,27.36,21.2655,29.7245,-6.17605,2,3.49271,3.49271,1,85.469
681,2004-08-12,00:00:00.00,3.83686,5.33772,0,16.8173,13.3037,20.3309,16.8173,-33333.3,-33333.3,1.15888,97.1835,0.5,0,36.8638,27.6527,21.4945,27.7787,-6.52124,2,3.10881,3.10881,1,71.1035
682,2004-08-13,00:00:00.00,3.85403,0.180284,0,15.2358,10.6773,19.7943,15.2358,-33333.3,-33333.3,1.16579,97.1607,0.5,0,36.6772,27.6917,21.6308,26.8867,-6.67063,2,3.36185,3.36185,1,64.1129
683,2004-08-14,00:00:00.00,3.8712,3.52662,0,14.1569,9.82597,18.4879,14.1569,-33333.3,-33333.3,1.17052,97.1457,0.5,0,36.4877,27.6608,21.5213,26.293,-6.7651,2,3.15433,3.15433,1,59.3241
684,2004-08-15,00:00:00.00,3.88836,0,0,16.2135,10.6997,21.7273,16.2135,-33333.3,-33333.3,1.16151,97.1746,0.5,0,36.2953,27.2806,21.2651,27.4347,-6.57998,2,3.76958,3.76958,1,67.644
685,2004-08-16,00:00:00.00,3.90553,0,0,16.1301,8.81772,23.4426,16.1301,-33333.3,-33333.3,1.16188,97.1737,0.5,0,36.1,27.1372,21.0974,27.3885,-6.58714,2,4.30773,4.30773,1,67.0115
686,2004-08-17,00:00:00.00,3.9227,0,0,16.9317,9.5794,24.2841,16.9317,-33333.3,-33333.3,1.15837,97.1849,0.5,0,35.9019,26.8882,20.899,27.8432,-6.51053,2,4.39684,4.39684,1,70.0075
687,2004-08-18,00:00:00.00,3.93987,0.348442,0,16.6916,10.073,23.3101,16.6916,-33333.3,-33333.3,1.15943,97.1816,0.5,0,35.7011,26.7592,20.7988,27.7065,-6.53379,2,4.11958,4.11958,1,68.6846
688,2004-08-19,00:00:00.00,3.95703,0.319972,0,20.0317,16.5011,23.5624,20.0317,-33333.3,-33333.3,1.14476,97.2271,0.5,0,35.4975,26.1803,20.3488,29.6574,-6.18869,2,3.27628,3.27628,1,81.9901
689,2004-08-20,00:00:00.00,3.9742,0,0,15.5976,10.9943,20.2008,15.5976,-33333.3,-33333.3,1.16422,97.1665,0.5,0,35.2912,26.5613,20.6465,27.091,-6.63577,2,3.25717,3.25717,1,63.5846
690,2004-08-21,00:00:00.00,3.99137,0.0714117,0,13.6357,9.48403,17.7874,13.6357,-33333.3,-33333.3,1.17279,97.1378,0.5,0,35.0822,26.6031,20.6774,26.0092,-6.80996,2,2.92007,2.92007,1,55.2492
691,2004-08-22,00:00:00.00,4.00853,0,0,13.6814,8.31774,19.045,13.6814,-33333.3,-33333.3,1.17262,97.1395,0.5,0,34.8707,26.4306,20.5439,26.037,-6.80363,2,3.29594,3.29594,1,55.2357
692,2004-08-23,00:00:00.00,4.0257,0,0,13.8884,5.36113,22.4157,13.8884,-33333.3,-33333.3,1.17171,97.1423,0.5,0,34.6566,26.24,20.3954,26.1489,-6.78659,2,4.17068,4.17068,1,55.7688
693,2004-08-24,00:00:00.00,4.04287,0.128588,0,18.4641,13.8895,23.0386,18.4641,-33333.3,-33333.3,1.15166,97.2062,0.5,0,34.44,25.5604,19.8671,28.7294,-6.35606,2,3.47054,3.47054,1,73.741
694,2004-08-25,00:00:00.00,4.06004,0,0,16.8445,12.1488,21.5401,16.8445,-33333.3,-33333.3,1.15875,97.1833,0.5,0,34.2209,25.5796,19.8822,27.7928,-6.51999,2,3.32456,3.32456,1,66.8803
695,2004-08-26,00:00:00.00,4.0772,1.01502,0,20.9557,14.5263,27.385,20.9557,-33333.3,-33333.3,1.1407,97.2398,0.5,0,33.9994,24.8972,19.3516,30.2161,-6.08397,2,4.3359,4.3359,1,82.7721
696,2004-08-27,00:00:00.00,4.09437,7.34807,0,21.6204,19.9402,23.3007,21.6204,-33333.3,-33333.3,1.13778,97.2492,0.5,0,33.7756,24.6344,19.15,30.624,-6.0052,2,2.24327,2.24327,1,84.9728
697,2004-08-28,00:00:00.00,4.11154,2.23516,0,24.5248,21.1044,27.9451,24.5248,-33333.3,-33333.3,1.12494,97.2879,0.5,0,33.5495,24.0395,18.9239,32.4526,-5.64149,2,3.40677,3.40677,1,95.854
698,2004-08-29,00:00:00.00,4.12871,10.6383,0,21.8589,18.3789,25.3388,21.8589,-33333.3,-33333.3,1.13673,97.2525,0.5,0,33.3211,24.2507,19.0428,30.7714,-5.97664,2,3.19905,3.19905,1,84.9627
699,2004-08-30,00:00:00.00,4.14587,18.5726,0,17.2118,15.368,19.0556,17.2118,-33333.3,-33333.3,1.15714,97.1888,0.5,0,33.0905,24.6496,19.5491,28.0035,-6.48312,2,2.03348,2.03348,1,66.5404
700,2004-08-31,00:00:00.00,4.16304,0,0,16.7292,12.2518,21.2066,16.7292,-33333.3,-33333.3,1.15926,97.1822,0.5,0,32.8579,24.5196,19.9436,27.7285,-6.52966,2,3.11836,3.11836,1,64.321
701,2004-09-01,00:00:00.00,4.18021,0.128588,0,16.7422,10.0359,23.4486,16.7422,-33333.3,-33333.3,1.15919,97.1819,0.5,0,32.6231,24.3331,19.6861,27.7341,-6.52991,2,3.79447,3.79447,1,63.9641
702,2004-09-02,00:00:00.00,4.19737,0,0,17.5301,12.221,22.8393,17.5301,-33333.3,-33333.3,1.15575,97.1931,0.5,0,32.3864,24.0599,19.3362,28.1865,-6.45152,2,3.42797,3.42797,1,66.6155
703,2004-09-03,00:00:00.00,4.21454,0,0,18.2757,11.6134,24.938,18.2757,-33333.3,-33333.3,1.15247,97.2032,0.5,0,32.1477,23.7876,18.9897,28.6182,-6.37668,2,3.89198,3.89198,1,69.0012
704,2004-09-04,00:00:00.00,4.23171,0,0,19.9714,12.4379,27.5049,19.9714,-33333.3,-33333.3,1.14504,97.2267,0.5,0,31.9071,23.3985,18.5219,29.6221,-6.19447,2,4.30006,4.30006,1,74.969
705,2004-09-05,00:00:00.00,4.24888,0,0,21.2599,14.6997,27.82,21.2599,-33333.3,-33333.3,1.13937,97.2443,0.5,0,31.6647,23.049,18.08,30.4029,-6.04731,2,4.11974,4.11974,1,79.349
706,2004-09-06,00:00:00.00,4.26604,0,0,22.0695,17.034,27.1051,22.0695,-33333.3,-33333.3,1.1358,97.2549,0.5,0,31.4206,22.7545,17.7884,30.9006,-5.95239,2,3.65516,3.65516,1,81.8335
707,2004-09-07,00:00:00.00,4.28321,5.01124,0,21.9561,18.1349,25.7772,21.9561,-33333.3,-33333.3,1.1363,97.2535,0.5,0,31.1748,22.5792,17.6038,30.8306,-5.96582,2,3.14739,3.14739,1,80.9134
708,2004-09-08,00:00:00.00,4.30038,4.76057,0,19.032,14.1563,23.9077,19.032,-33333.3,-33333.3,1.14918,97.2148,0.5,0,30.9274,22.7417,17.8435,29.0711,-6.29141,2,3.23754,3.23754,1,69.782
709,2004-09-09,00:00:00.00,4.31754,3.75883,0,15.2742,11.0779,19.4705,15.2742,-33333.3,-33333.3,1.16563,97.1618,0.5,0,30.6785,22.9435,18.0415,26.9096,-6.66587,2,2.70287,2.70287,1,55.6218
710,2004-09-10,00:00:00.00,4.33471,14.1417,0,16.1357,13.0238,19.2476,16.1357,-33333.3,-33333.3,1.16184,97.1731,0.5,0,30.4281,22.6595,17.8376,27.3905,-6.58807,2,2.36576,2.36576,1,58.3272
711,2004-09-11,00:00:00.00,4.35188,0,0,17.1082,11.4695,22.747,17.1082,-33333.3,-33333.3,1.15759,97.1871,0.5,0,30.1764,22.3621,18.0267,27.9442,-6.49335,2,3.25179,3.25179,1,61.5002
